id,name,birthdate,deathdate
7441,Stephanie Szostak,NA,NA
7442,Stephanie Vogt,1975-08-12,NA
7443,Stephen Amell,1981-05-08,NA
7444,Stephen Au,1963-04-26,NA
7445,Stephen Baldwin,1966-05-12,NA
7446,Stephen Boss,1960-11-17,NA
7447,Stephen Boyd,1931-07-04,1977-06-02
7448,Stephen Carpenter,NA,NA
7449,Stephen Carr,NA,NA
7450,Stephen Chbosky,1970-01-25,NA
7451,Stephen Chow,1962-06-22,NA
7452,Stephen Colbert,1964-05-13,NA
7453,Stephen Collins,1947-10-01,NA
7454,Stephen Daldry,1960-05-02,NA
7455,Stephen Dillane,1957-03-27,NA
7456,Stephen Frears,1941-06-20,NA
7457,Stephen Gaghan,1965-05-06,NA
7458,Stephen Graham,1973-08-03,NA
7459,Stephen Henderson,1949-08-31,NA
7460,Stephen Herek,1969-02-05,NA
7461,Stephen Hillenburg,1961-08-21,NA
7462,Stephen Hopkins,NA,NA
7463,Stephen J. Anderson,NA,NA
7464,Stephen Kay,NA,NA
7465,Stephen Kijak,NA,NA
7466,Stephen Langford,NA,NA
7467,Stephen Macht,1942-05-01,NA
7468,Stephen Marcus,1962-06-18,NA
7469,Stephen McCole,NA,NA
7470,Stephen McHattie,1947-02-03,NA
7471,Stephen Merchant,1974-11-24,NA
7472,Stephen Milburn Anderson,NA,2015-05-01
7473,Stephen Norrington,NA,NA
7474,Stephen Rea,1946-10-31,NA
7475,Stephen Root,1951-11-17,NA
7476,Stephen Sommers,1962-03-20,NA
7477,Stephen Walters,NA,NA
7478,Sterling Jerins,2004-06-15,NA
7479,Sterling Van Wagenen,1947-07-02,NA
7480,Stevan Mena,NA,NA
7481,Steve Antin,1958-04-19,NA
7482,Steve Bacic,1965-03-13,NA
7483,Steve Bannos,1960-08-05,NA
7484,Steve Barron,1956-05-04,NA
7485,Steve Bastoni,1966-03-04,NA
7486,Steve Beck,NA,NA
7487,Steve Bendelack,NA,NA
7488,Steve Bisley,1951-12-26,NA
7489,Steve Box,1967-01-23,NA
7490,Steve Boyum,1952-09-04,NA
7491,Steve Burg,NA,NA
7492,Steve Buscemi,1957-12-13,NA
7493,Steve Byers,1979-12-31,NA
7494,Steve Carell,1962-08-16,NA
7495,Steve Carr,NA,NA
7496,Steve Carver,1945-04-05,NA
7497,Steve Coogan,1965-10-14,NA
7498,Steve Diasparra,NA,NA
7499,Steve Duin,NA,NA
7500,Steve Earle,1955-01-17,NA
7501,Steve Gomer,NA,NA
7502,Steve Gonsalves,NA,NA
7503,Steve Guttenberg,1958-08-24,NA
7504,Steve Harris,1965-12-03,NA
7505,Steve Harvey,1957-01-17,NA
7506,Steve Hickner,NA,NA
7507,Steve Howey,1977-07-12,NA
7508,Steve Irwin,NA,NA
7509,Steve James,NA,NA
7510,Steve Le Marquand,1967-12-26,NA
7511,Steve Martino,1945-08-14,NA
7512,Steve McQueen,1969-10-09,NA
7513,Steve Miner,1951-06-18,NA
7514,Steve Oedekerk,1961-11-27,NA
7515,Steve Pemberton,1967-09-01,NA
7516,Steve Pink,NA,NA
7517,Steve Railsback,1945-11-16,NA
7518,Steve Rash,NA,NA
7519,Steve Reevis,1962-08-14,NA
7520,Steve Schirripa,1958-08-01,NA
7521,Steve Taylor,NA,NA
7522,Steve Trenbirth,NA,NA
7523,Steve Whitmire,1958-09-24,NA
7524,Steve-O,NA,NA
7525,Steven Anthony Lawrence,1990-07-19,NA
7526,Steven Bauer,1956-12-02,NA
7527,Steven Berkoff,1937-08-03,NA
7528,Steven Brill,NA,NA
7529,Steven Christopher Parker,1989-01-08,NA
7530,Steven E. de Souza,1947-11-17,NA
7531,Steven Elder,NA,NA
7532,Steven Hill,1922-02-24,2016-08-23
7533,Steven Mackintosh,1967-04-30,NA
7534,Steven Michael Quezada,1963-02-15,NA
7535,Steven Quale,NA,NA
7536,Steven R. Monroe,1964-09-15,NA
7537,Steven Seagal,1952-04-10,NA
7538,Steven Shainberg,1963-02-05,NA
7539,Steven Soderbergh,1963-01-14,NA
7540,Steven Spielberg,1946-12-18,NA
7541,Steven Waddington,NA,NA
7542,Steven Weber,1961-03-04,NA
7543,Steven Yeun,1983-12-21,NA
7544,Steven Zaillian,1953-01-30,NA
7545,Stevie Wonder,1950-05-13,NA
7546,Stewart Hendler,1978-12-22,NA
7547,Stewart Raffill,1942-01-27,NA
7548,Stian Smestad,1976-03-12,NA
7549,Sticky Fingaz,1973-11-03,NA
7550,Stig Bergqvist,1962-04-28,NA
7551,Stig Frode Henriksen,NA,NA
7552,Stiles White,NA,NA
7553,Stockard Channing,1944-02-13,NA
7554,Stuart Baird,1947-01-14,NA
7555,Stuart Beattie,NA,NA
7556,Stuart Gillard,1950-04-28,NA
7557,Stuart Gordon,1947-08-11,NA
7558,Stuart Hazeldine,1971-06-10,NA
7559,Stuart Margolin,1940-01-31,NA
7560,Stuart Whitman,1928-02-01,NA
7561,Stuart Wilson,NA,NA
7562,Sue Corcoran,NA,NA
7563,Sullivan Stapleton,1977-06-14,NA
7564,Sumalee Montano,1972-08-03,NA
7565,Summer Napoles,NA,NA
7566,Summer Phoenix,1978-12-10,NA
7567,Sung-jun Yoo,NA,NA
7568,Sung-kee Ahn,1952-01-01,NA
7569,Sunil Narkar,NA,NA
7570,Sunil Shetty,1961-08-11,NA
7571,Sunny Mabrey,1975-11-28,NA
7572,Suraj Sharma,1993-03-21,NA
7573,Susan Blommaert,1947-10-13,NA
7574,Susan Chambers,NA,NA
7575,Susan Clark,1940-03-08,NA
7576,Susan Gardner,NA,NA
7577,Susan Hampshire,1937-05-12,NA
7578,Susan Hogan,NA,NA
7579,Susan May Pratt,1974-02-08,NA
7580,Susan Seidelman,1952-12-11,NA
7581,Susan Stroman,1954-10-17,NA
7582,Susan Tyrrell,1945-03-18,2012-06-16
7583,Susan Ward,1976-04-15,NA
7584,Susanna Thompson,1958-01-27,NA
7585,Susanna White,NA,NA
7586,Susannah York,1939-01-09,2011-01-15
7587,Susanne Bier,1960-04-15,NA
7588,Susanne Lothar,1960-11-15,2012-07-21
7589,Susie Abromeit,1982-11-15,NA
7590,Susie Essman,1955-05-31,NA
7591,Sut Jhally,1955-05-29,NA
7592,Suzi Lorraine,1978-02-15,NA
7593,Suzie Plakson,1958-06-03,NA
7594,Suzie Steen,NA,NA
7595,Sven Nordin,1957-02-06,NA
7596,Sven-Ole Thorsen,1944-09-24,NA
7597,Swami Krishnanad,NA,NA
7598,Swoosie Kurtz,1944-09-06,NA
7599,Syamsul Arifin,NA,NA
7600,Sydelle Noel,NA,NA
7601,Sydney Penny,1971-08-07,NA
7602,Sydney Pollack,1934-07-01,2008-05-26
7603,Sylvain Chomet,1963-11-10,NA
7604,Sylvain White,NA,NA
7605,Sylvester Stallone,1946-07-06,NA
7606,Sylvia Eckhausen,1889-07-20,1967-09-03
7607,Sylvia Syms,1934-01-06,NA
7608,Sylvio Tabet,NA,NA
7609,Synnøve Macody Lund,NA,NA
7610,T.C. Stallings,1977-12-01,NA
7611,T.I.,1980-09-25,NA
7612,T.J. Storm,NA,NA
7613,T.J. Thyne,1975-03-07,NA
7614,T.R. Silambarasan,1983-02-03,NA
7615,T.V. Carpio,NA,NA
7616,Tabu,1971-11-04,NA
7617,Tac Fitzgerald,1981-07-05,NA
7618,Tadanobu Asano,1973-11-27,NA
7619,Tadeo Garcia,1977-01-31,NA
7620,Taedong Park,NA,NA
7621,Taika Waititi,1975-08-16,NA
7622,Takao Okawara,1949-12-20,NA
7623,Takashi Miike,1960-08-24,NA
7624,Takashi Shimizu,1972-07-27,NA
7625,Takashi Shimura,1905-03-12,1982-02-11
7626,Takeshi Kaneshiro,1973-10-11,NA
7627,Takeshi Kitano,1947-01-18,NA
7628,Takeshi Kusao,1965-11-20,NA
7629,Takuya Kimura,1972-11-13,NA
7630,Tal Bachman,1968-08-13,NA
7631,Talia Shire,1946-04-25,NA
7632,Talia Zucker,NA,NA
7633,Taliesin Jaffe,1977-01-19,NA
7634,Talisa Soto,1967-03-27,NA
7635,Talulah Riley,1985-09-26,NA
7636,Tamala Jones,1974-11-12,NA
7637,Tamannaah Bhatia,1989-12-21,NA
7638,Tamar Novas,1986-10-03,NA
7639,Tamara Glynn,NA,NA
7640,Tamara Jenkins,1962-05-02,NA
7641,Tamara Taylor,1970-09-27,NA
7642,Tamara Toumanova,1919-03-02,1996-05-29
7643,Tamara Tunie,1959-03-14,NA
7644,Tammin Sursok,1983-08-19,NA
7645,Tammy Blanchard,1976-12-14,NA
7646,Tammy Davis,1958-11-06,NA
7647,Tamra Davis,1962-01-22,NA
7648,Tamsin Egerton,1988-11-26,NA
7649,Tania Saulnier,1982-03-05,NA
7650,Tanner Beard,1984-09-16,NA
7651,Tannishtha Chatterjee,NA,NA
7652,Tanya Roberts,1955-10-15,NA
7653,Tanya van Graan,1983-12-13,NA
7654,Tao Okamoto,1985-05-22,NA
7655,Tara Fitzgerald,1967-09-18,NA
7656,Tara Platt,1978-06-18,NA
7657,Tara Strohmeier,NA,NA
7658,Tara Subkoff,1972-12-10,NA
7659,Taran Killam,1982-04-01,NA
7660,Taron Egerton,1989-11-10,NA
7661,Tarsem Singh,1961-05-26,NA
7662,Tasha Smith,1971-02-28,NA
7663,Tate Donovan,1963-09-25,NA
7664,Tate Taylor,1969-06-03,NA
7665,Tatiana Suarez-Pico,1981-07-31,NA
7666,Tatsuo Matsumura,1914-12-18,2005-06-18
7667,Tatum O'Neal,1963-11-05,NA
7668,Tatyana Ali,1979-01-24,NA
7669,Tawny Kitaen,1961-08-05,NA
7670,Tay Garnett,1894-06-13,1977-10-03
7671,Taylor Blackwell,NA,NA
7672,Taylor Cole,1984-04-29,NA
7673,Taylor Dooley,1993-02-26,NA
7674,Taylor Hackford,1944-12-31,NA
7675,Taylor Handley,1984-06-01,NA
7676,Taylor Lautner,1992-02-11,NA
7677,Taylor Negron,1957-08-01,2015-01-10
7678,Taylor Nichols,1959-03-03,NA
7679,Taylor Pigeon,NA,NA
7680,Tchéky Karyo,1953-10-04,NA
7681,Teala Dunn,1996-12-08,NA
7682,Ted Cassidy,1932-07-31,1979-01-16
7683,Ted Danson,1947-12-29,NA
7684,Ted de Corsia,1905-09-29,1973-04-11
7685,Ted Demme,1963-10-26,2002-01-13
7686,Ted Kotcheff,1931-04-07,NA
7687,Ted Markland,1933-01-15,2011-12-18
7688,Ted Post,1918-03-31,2013-08-20
7689,Ted Raimi,1965-12-14,NA
7690,Ted Wass,1952-10-27,NA
7691,Teddy Chan,NA,NA
7692,Teddy Doloir,NA,NA
7693,Teddy Sears,1977-04-06,NA
7694,Telly Savalas,1922-01-21,1994-01-22
7695,Tempestt Bledsoe,1973-08-01,NA
7696,Temple Grandin,1947-08-29,NA
7697,Temuera Morrison,1960-12-26,NA
7698,Tencho Gyalpo,NA,NA
7699,Tenoch Huerta,NA,NA
7700,Tenzin Thuthob Tsarong,NA,NA
7701,Teo Halm,NA,NA
7702,Terence Bernie Hines,1969-04-09,NA
7703,Terence Davies,1945-11-10,NA
7704,Terence Hill,1939-03-29,NA
7705,Terence Maynard,NA,NA
7706,Terence Yin,1975-05-19,NA
7707,Terence Young,1915-06-20,1994-09-07
7708,Teresa Wright,1918-10-27,2005-03-06
7709,Teri Garr,1947-12-11,NA
7710,Teri Polo,1969-06-01,NA
7711,Terrance Zdunich,NA,NA
7712,Terrence Malick,1943-11-30,NA
7713,Terron R. Parsons,NA,NA
7714,Terry,1943-11-30,NA
7715,Terry Funk,1944-06-30,NA
7716,Terry George,1952-12-20,NA
7717,Terry Gilliam,1940-11-22,NA
7718,Terry Jones,1942-02-01,NA
7719,Terry Kinney,1954-01-29,NA
7720,Terry Kiser,1939-08-01,NA
7721,Terry O'Neill,NA,NA
7722,Terry Pheto,NA,NA
7723,Terry Walters,NA,NA
7724,Terry Zwigoff,1949-05-18,NA
7725,Terumi Matthews,1965-07-06,NA
7726,Teryl Rothery,1962-11-09,NA
7727,Tessa Thompson,1983-10-03,NA
7728,Tesshô Genda,1948-05-20,NA
7729,Tetsu Watanabe,NA,NA
7730,Texas Battle,1976-08-09,NA
7731,Teyonah Parris,NA,NA
7732,Thaddeus O'Sullivan,NA,NA
7733,The Dalai Lama,1935-07-06,NA
7734,The Edge,1961-08-08,NA
7735,Thea Sharrock,NA,NA
7736,Thekla Reuten,1975-09-16,NA
7737,Thelma Ritter,1902-02-14,1969-02-05
7738,Theo James,1984-12-16,NA
7739,Theodore Bikel,1924-05-02,2015-07-21
7740,Theodore Melfi,NA,NA
7741,Theodore Witcher,NA,NA
7742,Theresa Merritt,1924-09-24,1998-06-12
7743,Theresa Randle,1964-12-27,NA
7744,Theresa Russell,1957-03-20,NA
7745,Thierry Harcourt,NA,NA
7746,Thom Mathews,1958-11-28,NA
7747,Thomas Bezucha,1964-03-08,NA
7748,Thomas Bo Larsen,1963-11-27,NA
7749,Thomas Brophy,NA,NA
7750,Thomas Carter,1953-07-17,NA
7751,Thomas F. Wilson,NA,NA
7752,Thomas Horn,NA,NA
7753,Thomas Ian Griffith,1962-03-18,NA
7754,Thomas Ian Nicholas,1980-07-10,NA
7755,Thomas Kretschmann,1962-09-08,NA
7756,Thomas L. Phillips,1974-12-30,NA
7757,Thomas Law,1992-12-17,NA
7758,Thomas Lennon,NA,NA
7759,Thomas Lilti,NA,NA
7760,Thomas McDonell,1986-05-02,NA
7761,Thomas Middleditch,1982-03-10,NA
7762,Thomas Mitchell,1892-07-11,1962-12-17
7763,Thomas Robinson,NA,NA
7764,Thomas Stroppel,NA,NA
7765,Thomas Vinterberg,1969-05-19,NA
7766,Thor Freudenthal,1972-10-20,NA
7767,Thorbjørn Christoffersen,NA,NA
7768,Thure Lindhardt,1974-12-24,NA
7769,Ti West,1980-10-05,NA
7770,Tia Carrere,1967-01-02,NA
7771,Tiago Riani,NA,NA
7772,Tichina Arnold,1969-06-28,NA
7773,Tiffany Bolling,1947-02-06,NA
7774,Tiffany Dupont,1981-03-22,NA
7775,Tiffany Helm,1964-05-12,NA
7776,Tiffany Lamb,NA,NA
7777,Tika Sumpter,1980-06-20,NA
7778,Tim Abell,1958-07-01,NA
7779,Tim Bagley,1957-08-17,NA
7780,Tim Blake Nelson,1964-05-11,NA
7781,Tim Boxell,NA,NA
7782,Tim Burton,1958-08-25,NA
7783,Tim Chambers,NA,NA
7784,Tim Choate,1954-10-11,2004-09-24
7785,Tim Conway,1933-12-15,NA
7786,Tim Daly,1956-03-01,NA
7787,Tim DeKay,1963-06-12,NA
7788,Tim DeZarn,1952-07-11,NA
7789,Tim Fywell,1951-10-03,NA
7790,Tim Guinee,1962-11-18,NA
7791,Tim Gunn,1953-07-29,NA
7792,Tim Healy,1952-01-29,NA
7793,Tim Heidecker,1976-02-03,NA
7794,Tim Hill,NA,NA
7795,Tim Holmes,NA,NA
7796,Tim Hunter,1947-06-15,NA
7797,Tim Johnson,1965-03-17,NA
7798,Tim Matheson,1947-12-31,NA
7799,Tim McCanlies,NA,NA
7800,Tim McGraw,1967-05-01,NA
7801,Tim McInnerny,1956-09-18,NA
7802,Tim Meadows,1961-02-05,NA
7803,Tim Miller,1970-02-28,NA
7804,Tim Pigott-Smith,1946-05-13,NA
7805,Tim Rice,1944-11-10,NA
7806,Tim Robbins,1958-10-16,NA
7807,Tim Rose,1956-07-17,NA
7808,Tim Russ,1956-06-22,NA
7809,Tim Story,1970-03-13,NA
7810,Tim Thomerson,1946-04-08,NA
7811,Tim Williams,1966-02-14,NA
7812,Timothée Chalamet,NA,NA
7813,Timothy Björklund,NA,NA
7814,Timothy Bottoms,1951-08-30,NA
7815,Timothy Hines,NA,NA
7816,Timothy Hutton,1960-08-16,NA
7817,Timothy Patrick Quill,NA,NA
7818,Timothy Van Patten,1959-06-10,NA
7819,Timothy Webber,NA,NA
7820,Timothy West,1934-10-20,NA
7821,Timothy Woodward Jr.,NA,NA
7822,Timur Bekmambetov,1961-06-25,NA
7823,Tina Desai,NA,NA
7824,Tina Fey,1970-05-18,NA
7825,Tina Gilton,NA,NA
7826,Tina Gordon Chism,NA,NA
7827,Tina Louise,1934-02-11,NA
7828,Tina Turner,1939-11-26,NA
7829,Tippi Hedren,1930-01-19,NA
7830,Tisha Campbell-Martin,1968-10-13,NA
7831,Tiya Sircar,1982-05-16,NA
7832,Tjasa Ferme,NA,NA
7833,Tobe Hooper,1943-01-25,NA
7834,Tobey Maguire,1975-06-27,NA
7835,Tobias Menzies,1974-03-07,NA
7836,Toby Hemingway,1983-05-28,NA
7837,Toby Huss,1966-12-09,NA
7838,Toby Jones,1966-09-07,NA
7839,Toby Leonard Moore,NA,NA
7840,Toby Stephens,1969-04-21,NA
7841,Tod Fennell,1984-10-18,NA
7842,Tod Williams,1968-09-27,NA
7843,Todd Allen,NA,NA
7844,Todd Boyce,NA,NA
7845,Todd Bridges,1965-05-27,NA
7846,Todd Field,1964-02-24,NA
7847,Todd Giebenhain,1974-11-27,NA
7848,Todd Graff,1959-10-22,NA
7849,Todd Haynes,1961-01-02,NA
7850,Todd Lincoln,1976-07-18,NA
7851,Todd Louiso,1970-01-27,NA
7852,Todd Phillips,1970-12-20,NA
7853,Todd Solondz,1959-10-15,NA
7854,Todd Stashwick,1968-10-16,NA
7855,Todd Strauss-Schulson,1980-06-24,NA
7856,Todd Susman,1947-01-17,NA
7857,Togo Igawa,1946-09-26,NA
7858,Tom Amandes,1959-03-09,NA
7859,Tom Ardavany,NA,NA
7860,Tom Arnold,1959-03-06,NA
7861,Tom Atkins,1935-11-13,NA
7862,Tom Berenger,1949-05-31,NA
7863,Tom Bosley,1927-10-01,2010-10-19
7864,Tom Bower,1938-01-03,NA
7865,Tom Brady,NA,NA
7866,Tom Burke,NA,NA
7867,Tom Burlinson,1956-02-14,NA
7868,Tom Cavanagh,1963-10-26,NA
7869,Tom Conti,1941-11-22,NA
7870,Tom Cruise,1962-07-03,NA
7871,Tom Cullen,1985-07-17,NA
7872,Tom Dey,NA,NA
7873,Tom DiCillo,1953-08-14,NA
7874,Tom Dreesen,NA,NA
7875,Tom E. Nicholson,NA,NA
7876,Tom Elkins,NA,NA
7877,Tom Everett,1948-10-21,NA
7878,Tom Everett Scott,1970-09-07,NA
7879,Tom Ford,1961-08-27,NA
7880,Tom Goodman-Hill,NA,NA
7881,Tom Gormican,NA,NA
7882,Tom Green,1971-07-30,NA
7883,Tom Guiry,1981-10-12,NA
7884,Tom Hamann,NA,NA
7885,Tom Hanks,1956-07-09,NA
7886,Tom Hardy,1977-09-15,NA
7887,Tom Holland,1996-06-01,NA
7888,Tom Hollander,1967-08-25,NA
7889,Tom Hooper,1972-10-05,NA
7890,Tom Hughes,NA,NA
7891,Tom Hulce,1953-12-06,NA
7892,Tom Kalin,NA,NA
7893,Tom Kane,1962-04-15,NA
7894,Tom McCarthy,1966-06-07,NA
7895,Tom McGrath,1964-08-07,NA
7896,Tom McLoughlin,NA,NA
7897,Tom Noonan,1951-04-12,NA
7898,Tom Putnam,1972-03-25,NA
7899,Tom Reeve,NA,NA
7900,Tom Sanchez,1981-07-14,NA
7901,Tom Schulman,1950-10-20,NA
7902,Tom Seidman,NA,NA
7903,Tom Selleck,1945-01-29,NA
7904,Tom Shadyac,1958-12-11,NA
7905,Tom Sizemore,1961-11-29,NA
7906,Tom Skerritt,1933-08-25,NA
7907,Tom Stedham,NA,NA
7908,Tom Sturridge,1985-12-21,NA
7909,Tom Tykwer,1965-05-23,NA
7910,Tom Vaughan,1969-09-05,NA
7911,Tom Virtue,1957-11-19,NA
7912,Tom Waits,1949-12-07,NA
7913,Tom Walsh,NA,NA
7914,Tom Welling,1977-04-26,NA
7915,Tom Wilkinson,1948-02-05,NA
7916,Tomas Alfredson,1965-04-01,NA
7917,Tómas Lemarquis,1977-08-03,NA
7918,Tomiwa Edun,NA,NA
7919,Tomm Moore,1977-01-07,NA
7920,Tommy Knight,1993-01-22,NA
7921,Tommy Lee Jones,1946-09-15,NA
7922,Tommy Lee Wallace,1949-09-06,NA
7923,Tommy O'Haver,1968-10-24,NA
7924,Tommy O'Reilly,NA,NA
7925,Tommy Oliver,NA,NA
7926,Tommy Pallotta,1968-05-25,NA
7927,Tommy Sheppard,NA,NA
7928,Tommy the Clown,NA,NA
7929,Tommy Wirkola,1979-12-06,NA
7930,Toni Braxton,1967-10-07,NA
7931,Toni Servillo,1959-08-09,NA
7932,Tony Alva,NA,NA
7933,Tony Amendola,1951-08-24,NA
7934,Tony Bancroft,NA,NA
7935,Tony Bennett,1926-08-03,NA
7936,Tony Bill,1940-08-23,NA
7937,Tony Bonner,1943-11-23,NA
7938,Tony Chiu Wai Leung,1962-06-27,NA
7939,Tony Corvillo,NA,NA
7940,Tony Cox,NA,NA
7941,Tony Curran,1969-12-13,NA
7942,Tony Danza,1951-04-21,NA
7943,Tony Devon,1951-12-05,NA
7944,Tony Doupe,NA,NA
7945,Tony Ganios,1959-10-21,NA
7946,Tony Giglio,NA,NA
7947,Tony Gilroy,1956-09-11,NA
7948,Tony Goldwyn,1960-05-20,NA
7949,Tony Jaa,1976-02-05,NA
7950,Tony Jay,1933-02-02,2006-08-13
7951,Tony Kaye,NA,NA
7952,Tony Kgoroge,NA,NA
7953,Tony Krantz,NA,NA
7954,Tony Lo Bianco,1936-10-19,NA
7955,Tony Maylam,1943-05-26,NA
7956,Tony Nappo,NA,NA
7957,Tony Noble,NA,NA
7958,Tony Plana,1952-04-19,NA
7959,Tony Richardson,1928-06-05,1991-11-14
7960,Tony Scott,1944-06-21,2012-08-19
7961,Tony Way,1978-10-07,NA
7962,Tonya Lee Williams,1958-07-12,NA
7963,Topher Grace,1978-07-12,NA
7964,Topol,1935-09-09,NA
7965,Torey Michael Adkins,NA,NA
7966,Tori Spelling,1973-05-16,NA
7967,Tovah Feldshuh,1953-12-27,NA
7968,Tracey Walter,1947-11-25,NA
7969,Traci Dinwiddie,1973-12-22,NA
7970,Traci Lords,1968-05-07,NA
7971,Tracie Thoms,1975-08-19,NA
7972,Tracy Camilla Johns,1963-04-12,NA
7973,Tracy Letts,1965-07-04,NA
7974,Tracy Middendorf,1970-01-26,NA
7975,Tracy Morgan,1968-11-10,NA
7976,Tran Anh Hung,1962-12-23,NA
7977,Travis Aaron Wade,1975-09-27,NA
7978,Travis Betz,1976-12-16,NA
7979,Travis Cluff,NA,NA
7980,Travis Legge,NA,NA
7981,Travis Myers,NA,NA
7982,Travis Romero,1971-10-12,NA
7983,Travis Smith,NA,NA
7984,Travis Zariwny,NA,NA
7985,Traylor Howard,1966-06-14,NA
7986,Treat Williams,1951-12-01,NA
7987,Trent Cooper,NA,NA
7988,Trent Ford,1979-01-15,NA
7989,Trenton Rostedt,1980-08-27,NA
7990,Trevor Blumas,1984-10-16,NA
7991,Trevor Howard,1913-09-29,1988-01-07
7992,Trevor Morgan,1986-11-26,NA
7993,Trey Loney,NA,NA
7994,Trey Parker,1969-10-19,NA
7995,Trieu Tran,NA,NA
7996,Trine Dyrholm,1972-04-15,NA
7997,Trish Basinger,NA,NA
7998,Tristan Mack Wilds,1989-07-15,NA
7999,Troy Duffy,1971-06-08,NA
8000,Troy Evans,1948-02-16,NA
8001,Troy Garity,1973-07-07,NA
8002,Troy Miller,NA,NA
8003,Troy Nixey,NA,NA
8004,Tshewang Dendup,NA,NA
8005,Tsianina Joelson,1975-01-16,NA
8006,Tuck Tucker,NA,NA
8007,Tucker Albrizzi,NA,NA
8008,Tucker Smallwood,1944-02-22,NA
8009,Tuesday Knight,1969-02-17,NA
8010,Tulku Jamyang Kunga Tenzin,NA,NA
8011,Tung-Shing Yee,1957-12-28,NA
8012,Tuppence Middleton,1987-02-21,NA
8013,Ty Burrell,1967-08-22,NA
8014,Ty Olsson,1974-01-28,NA
8015,Ty Parker,1998-10-19,NA
8016,Tye Sheridan,1996-11-11,NA
8017,Tygo Gernandt,1974-04-07,NA
8018,Tyler Hilton,1983-11-22,NA
8019,Tyler James Williams,1992-10-09,NA
8020,Tyler Labine,1978-04-29,NA
8021,Tyler Mane,1966-12-08,NA
8022,Tyler Oliver,NA,NA
8023,Tyler Perry,1969-09-14,NA
8024,Tyra Banks,1973-12-04,NA
8025,Tyrone Benskin,1958-12-29,NA
8026,Tyrone Giordano,1976-04-18,NA
8027,Tyrone Keogh,NA,NA
8028,Tyrone Power,1914-05-05,1958-11-15
8029,Tzi Ma,NA,NA
8030,U. Roberto Romano,NA,2013-11-01
8031,Uday Chopra,1973-01-05,NA
8032,Udayan Prasad,NA,NA
8033,Udo Kier,1944-10-14,NA
8034,Uli Edel,1947-04-11,NA
8035,Ulrich Mühe,NA,NA
8036,Ulrich Thomsen,1963-12-06,NA
8037,Ulrich Tukur,1957-07-29,NA
8038,Ulu Grosbard,1929-01-09,2012-03-19
8039,Unax Ugalde,1978-11-27,NA
8040,Ursula Andress,1936-03-19,NA
8041,Usher Raymond,1978-10-14,NA
8042,Uwe Boll,1965-06-22,NA
8043,Vadim Perelman,NA,NA
8044,Val Kilmer,1959-12-31,NA
8045,Valarie Pettiford,1960-07-08,NA
8046,Valente Rodriguez,1961-02-14,NA
8047,Valentin Golubenko,1940-10-08,NA
8048,Valentine,1895-02-14,1971-11-16
8049,Valeri Milev,NA,NA
8050,Valeria Golino,1965-10-22,NA
8051,Valerie Cruz,1976-07-18,NA
8052,Valérie Lemercier,1964-03-09,NA
8053,Valerie Perri,NA,NA
8054,Valerie Tian,1989-04-21,NA
8055,Vanesa Tomasino,1981-10-13,NA
8056,Vanessa Angel,1966-11-10,NA
8057,Vanessa Aspillaga,1972-09-16,NA
8058,Vanessa Ferlito,1977-12-28,NA
8059,Vanessa Hessler,1988-01-21,NA
8060,Vanessa Lee Chester,1984-07-02,NA
8061,Vanessa Lengies,1985-07-21,NA
8062,Vanessa Marshall,1969-10-19,NA
8063,Vanessa Martinez,1979-06-19,NA
8064,Vanessa Matsui,NA,NA
8065,Vanessa Ray,1981-06-24,NA
8066,Vanessa Redgrave,1937-01-30,NA
8067,Vanessa Williams,1963-03-18,NA
8068,Vanessa Zima,1983-03-29,NA
8069,Vanilla Ice,1967-10-31,NA
8070,Vanity,1959-01-04,2016-02-15
8071,Vanna Bonta,1958-04-03,2014-07-08
8072,Vanna White,1957-02-18,NA
8073,Vauxhall Jermaine,NA,NA
8074,Velibor Topic,NA,NA
8075,Venida Evans,1947-09-02,NA
8076,Venus Schultheis,NA,NA
8077,Vera Farmiga,1973-08-06,NA
8078,Vera Miles,1929-08-23,NA
8079,Vera Ngassa,NA,NA
8080,Vera Wilson,NA,NA
8081,Verne Troyer,1969-01-01,NA
8082,Vernee Watson,1954-01-14,NA
8083,Vernon Dobtcheff,1934-08-14,NA
8084,Vernon Wells,1945-12-31,NA
8085,Veronica Cartwright,1949-04-20,NA
8086,Veronica Ferres,1965-06-10,NA
8087,Veronica Taylor,1965-12-04,NA
8088,Veronika Dash,NA,NA
8089,Veronika Vernadskaya,1995-05-07,NA
8090,Vic Armstrong,1946-10-05,NA
8091,Vic Aviles,1970-12-10,NA
8092,Vic Mignogna,1962-08-27,NA
8093,Vic Morrow,1929-02-14,1982-07-23
8094,Vic Sarin,NA,NA
8095,Vic Waghorn,NA,NA
8096,Vicente Amorim,NA,NA
8097,Vicky Jenson,NA,NA
8098,Vicky Jewson,NA,NA
8099,Vicky Krieps,1983-10-04,NA
8100,Victor Buono,1938-02-03,1982-01-01
8101,Victor Fleming,1889-02-23,1949-01-06
8102,Victor Mature,1913-01-29,1999-08-04
8103,Victor McLaglen,1886-12-10,1959-11-07
8104,Victor Nunez,NA,NA
8105,Victor Rasuk,1984-01-15,NA
8106,Victor Rivers,NA,NA
8107,Victor Salva,1958-03-29,NA
8108,Victor Webster,1973-02-07,NA
8109,Victor Wong,NA,NA
